Combination,index,Clients,Global Accuracy,Trial,Noise Std,Corrupted Clients,Max Iter or Depth,Client 1 Accuracy(low-quality client),Client 2 Accuracy(low-quality client),Client 3 Accuracy(low-quality client),Client 4 Accuracy(low-quality client),Client 5 Accuracy(low-quality client),Client 6 Accuracy(low-quality client),Client 7 Accuracy,Client 8 Accuracy,Client 9 Accuracy,Client 10 Accuracy
1111111111,1022,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",0.7621052631578947,1,0.7,6,10,0.64,0.37894736842105264,0.5410526315789473,0.4231578947368421,0.49157894736842106,0.4978947368421053,0.5873684210526315,0.5757894736842105,0.5378947368421053,0.4242105263157895
1111111111,1022,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",0.7642105263157895,2,0.7,6,10,0.5926315789473684,0.5442105263157895,0.31473684210526315,0.42210526315789476,0.5431578947368421,0.5452631578947369,0.7094736842105264,0.5536842105263158,0.5284210526315789,0.4905263157894737
1111111111,1022,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",0.7242105263157895,3,0.7,6,10,0.4431578947368421,0.38105263157894737,0.2336842105263158,0.45789473684210524,0.48526315789473684,0.5210526315789473,0.6010526315789474,0.4463157894736842,0.5052631578947369,0.5094736842105263
1111111111,1022,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",0.7294736842105263,4,0.7,6,10,0.35789473684210527,0.3705263157894737,0.42210526315789476,0.5010526315789474,0.5389473684210526,0.4905263157894737,0.5915789473684211,0.4789473684210526,0.5452631578947369,0.4631578947368421
1111111111,1022,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",0.7347368421052631,5,0.7,6,10,0.3473684210526316,0.31894736842105265,0.27052631578947367,0.3989473684210526,0.5842105263157895,0.5168421052631579,0.64,0.4694736842105263,0.5178947368421053,0.4694736842105263
1111111111,1022,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",0.7631578947368421,6,0.7,6,10,0.4968421052631579,0.4421052631578947,0.5336842105263158,0.4557894736842105,0.4242105263157895,0.5473684210526316,0.6926315789473684,0.5378947368421053,0.4863157894736842,0.5726315789473684
1111111111,1022,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",0.7578947368421053,7,0.7,6,10,0.47578947368421054,0.41368421052631577,0.47157894736842104,0.5842105263157895,0.4052631578947368,0.43157894736842106,0.6273684210526316,0.42736842105263156,0.508421052631579,0.5063157894736842
1111111111,1022,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",0.7368421052631579,8,0.7,6,10,0.3094736842105263,0.3642105263157895,0.4978947368421053,0.4168421052631579,0.47578947368421054,0.5021052631578947,0.5863157894736842,0.6126315789473684,0.5842105263157895,0.4473684210526316
1111111111,1022,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",0.7252631578947368,9,0.7,6,10,0.3389473684210526,0.29789473684210527,0.5042105263157894,0.4263157894736842,0.5357894736842105,0.3452631578947368,0.6494736842105263,0.68,0.4421052631578947,0.3863157894736842
1111111111,1022,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",0.7231578947368421,10,0.7,6,10,0.6021052631578947,0.30842105263157893,0.4336842105263158,0.4378947368421053,0.46,0.4884210526315789,0.43157894736842106,0.3642105263157895,0.5347368421052632,0.4515789473684211
0000100011,34,"[1, 2, 6]",0.3778947368421053,11,0.7,6,10,0.3178947368421053,0.3410526315789474,0.5631578947368421,0.44842105263157894,0.4842105263157895,0.3547368421052632,0.5494736842105263,0.4663157894736842,0.5768421052631579,0.5
1111111111,1022,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",0.7452631578947368,11,0.7,6,10,0.3178947368421053,0.3410526315789474,0.5631578947368421,0.44842105263157894,0.4842105263157895,0.3547368421052632,0.5494736842105263,0.4663157894736842,0.5768421052631579,0.5
1111111111,1022,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",0.7568421052631579,12,0.7,6,10,0.3936842105263158,0.3294736842105263,0.4863157894736842,0.4494736842105263,0.5368421052631579,0.6094736842105263,0.6905263157894737,0.4589473684210526,0.4768421052631579,0.3936842105263158
1111111111,1022,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",0.728421052631579,13,0.7,6,10,0.4442105263157895,0.24736842105263157,0.4284210526315789,0.5147368421052632,0.4705263157894737,0.5210526315789473,0.5136842105263157,0.45263157894736844,0.4052631578947368,0.5368421052631579
1111111111,1022,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",0.7736842105263158,14,0.7,6,10,0.48105263157894734,0.2326315789473684,0.45789473684210524,0.4263157894736842,0.5705263157894737,0.4442105263157895,0.6863157894736842,0.5442105263157895,0.48,0.41789473684210526
1111111111,1022,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",0.7789473684210526,15,0.7,6,10,0.5336842105263158,0.5147368421052632,0.4494736842105263,0.47789473684210526,0.6031578947368421,0.4589473684210526,0.6031578947368421,0.3568421052631579,0.5431578947368421,0.42526315789473684
1111111111,1022,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",0.7431578947368421,16,0.7,6,10,0.3684210526315789,0.4305263157894737,0.52,0.6442105263157895,0.4726315789473684,0.47789473684210526,0.6589473684210526,0.4957894736842105,0.4726315789473684,0.44842105263157894
1111111111,1022,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",0.68,17,0.7,6,10,0.3273684210526316,0.3094736842105263,0.45473684210526316,0.31157894736842107,0.4326315789473684,0.5968421052631578,0.5473684210526316,0.3957894736842105,0.5494736842105263,0.43894736842105264
1111111111,1022,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",0.7589473684210526,18,0.7,6,10,0.3505263157894737,0.36,0.4957894736842105,0.6126315789473684,0.5389473684210526,0.47157894736842104,0.6789473684210526,0.6157894736842106,0.5705263157894737,0.5768421052631579
1111111111,1022,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",0.7178947368421053,19,0.7,6,10,0.38105263157894737,0.39052631578947367,0.36105263157894735,0.4442105263157895,0.5273684210526316,0.5242105263157895,0.3821052631578947,0.54,0.3778947368421053,0.5463157894736842
0010101010,169,"[2, 4, 6, 8]",0.38842105263157894,20,0.7,6,10,0.5473684210526316,0.2536842105263158,0.531578947368421,0.36736842105263157,0.5157894736842106,0.32105263157894737,0.5989473684210527,0.3505263157894737,0.49894736842105264,0.45789473684210524
1111111111,1022,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",0.7136842105263158,20,0.7,6,10,0.5473684210526316,0.2536842105263158,0.531578947368421,0.36736842105263157,0.5157894736842106,0.32105263157894737,0.5989473684210527,0.3505263157894737,0.49894736842105264,0.45789473684210524
1111111111,1022,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",0.7378947368421053,21,0.7,6,10,0.38105263157894737,0.43894736842105264,0.44,0.5463157894736842,0.4884210526315789,0.5452631578947369,0.4326315789473684,0.3705263157894737,0.4263157894736842,0.5326315789473685
1111111111,1022,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",0.7389473684210527,22,0.7,6,10,0.40210526315789474,0.32526315789473687,0.4463157894736842,0.34210526315789475,0.5463157894736842,0.48947368421052634,0.6526315789473685,0.3568421052631579,0.4168421052631579,0.3989473684210526
1111111111,1022,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",0.7726315789473684,23,0.7,6,10,0.4610526315789474,0.3547368421052632,0.41368421052631577,0.35368421052631577,0.4884210526315789,0.5210526315789473,0.6789473684210526,0.5789473684210527,0.4978947368421053,0.49157894736842106
0000001011,10,"[1, 2, 4]",0.3368421052631579,24,0.7,6,10,0.29368421052631577,0.2905263157894737,0.4557894736842105,0.3126315789473684,0.391578947368421,0.5957894736842105,0.6389473684210526,0.6189473684210526,0.47578947368421054,0.52
1111111111,1022,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",0.7536842105263157,24,0.7,6,10,0.29368421052631577,0.2905263157894737,0.4557894736842105,0.3126315789473684,0.391578947368421,0.5957894736842105,0.6389473684210526,0.6189473684210526,0.47578947368421054,0.52
