Combination,index,Clients,Global Accuracy,Trial,Noise Std,Corrupted Clients,Max Iter or Depth,Client 1 Accuracy(low-quality client),Client 2 Accuracy(low-quality client),Client 3 Accuracy(low-quality client),Client 4 Accuracy(low-quality client),Client 5 Accuracy(low-quality client),Client 6 Accuracy(low-quality client),Client 7 Accuracy(low-quality client),Client 8 Accuracy(low-quality client),Client 9 Accuracy(low-quality client),Client 10 Accuracy(low-quality client)
1011111111,766,"[1, 2, 3, 4, 5, 6, 7, 8, 10]",0.38526315789473686,1,3,10,10,0.26631578947368423,0.2578947368421053,0.31157894736842107,0.26526315789473687,0.26526315789473687,0.33263157894736844,0.2694736842105263,0.19789473684210526,0.4957894736842105,0.27578947368421053
0011100111,230,"[1, 2, 3, 6, 7, 8]",0.3042105263157895,2,3,10,10,0.2305263157894737,0.2073684210526316,0.22631578947368422,0.4610526315789474,0.33052631578947367,0.2694736842105263,0.29789473684210527,0.27789473684210525,0.4378947368421053,0.4431578947368421
1111001111,974,"[1, 2, 3, 4, 7, 8, 9, 10]",0.3547368421052632,3,3,10,10,0.27157894736842103,0.26105263157894737,0.22,0.31684210526315787,0.40210526315789474,0.38,0.28,0.2294736842105263,0.3094736842105263,0.26105263157894737
1111111111,1022,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",0.5263157894736842,4,3,10,10,0.2968421052631579,0.2578947368421053,0.38105263157894737,0.3021052631578947,0.33263157894736844,0.39789473684210525,0.37894736842105264,0.3473684210526316,0.3463157894736842,0.39263157894736844
1111111111,1022,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",0.4831578947368421,5,3,10,10,0.28421052631578947,0.2968421052631579,0.21052631578947367,0.38421052631578945,0.3778947368421053,0.28842105263157897,0.41789473684210526,0.2073684210526316,0.4147368421052632,0.16736842105263158
0011101111,238,"[1, 2, 3, 4, 6, 7, 8]",0.3263157894736842,6,3,10,10,0.2736842105263158,0.25473684210526315,0.2336842105263158,0.23157894736842105,0.3589473684210526,0.2894736842105263,0.27157894736842103,0.19473684210526315,0.4768421052631579,0.42526315789473684
1010011010,665,"[2, 4, 5, 8, 10]",0.31684210526315787,7,3,10,10,0.4557894736842105,0.2694736842105263,0.39473684210526316,0.28,0.24421052631578946,0.3778947368421053,0.4284210526315789,0.23684210526315788,0.36947368421052634,0.23157894736842105
1111111111,1022,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",0.5157894736842106,7,3,10,10,0.4557894736842105,0.2694736842105263,0.39473684210526316,0.28,0.24421052631578946,0.3778947368421053,0.4284210526315789,0.23684210526315788,0.36947368421052634,0.23157894736842105
1111111111,1022,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",0.5715789473684211,8,3,10,10,0.3273684210526316,0.2578947368421053,0.3094736842105263,0.4705263157894737,0.41578947368421054,0.38,0.4094736842105263,0.22105263157894736,0.39263157894736844,0.3757894736842105
1111111111,1022,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",0.4473684210526316,9,3,10,10,0.2305263157894737,0.29894736842105263,0.23157894736842105,0.28210526315789475,0.33157894736842103,0.3157894736842105,0.2694736842105263,0.4326315789473684,0.34842105263157896,0.3294736842105263
1111111111,1022,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",0.5368421052631579,10,3,10,10,0.3231578947368421,0.27578947368421053,0.49473684210526314,0.27789473684210525,0.42947368421052634,0.28842105263157897,0.42947368421052634,0.3526315789473684,0.3642105263157895,0.26210526315789473
1011111101,764,"[1, 3, 4, 5, 6, 7, 8, 10]",0.38,11,3,10,10,0.3021052631578947,0.41368421052631577,0.32526315789473687,0.31684210526315787,0.3568421052631579,0.23157894736842105,0.3063157894736842,0.23578947368421052,0.3968421052631579,0.2463157894736842
1111111111,1022,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",0.4242105263157895,11,3,10,10,0.3021052631578947,0.41368421052631577,0.32526315789473687,0.31684210526315787,0.3568421052631579,0.23157894736842105,0.3063157894736842,0.23578947368421052,0.3968421052631579,0.2463157894736842
1111111111,1022,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",0.5947368421052631,12,3,10,10,0.35157894736842105,0.3505263157894737,0.35789473684210527,0.3757894736842105,0.24842105263157896,0.2736842105263158,0.25473684210526315,0.4831578947368421,0.43894736842105264,0.3863157894736842
1111111111,1022,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",0.5294736842105263,13,3,10,10,0.23789473684210527,0.27789473684210525,0.3157894736842105,0.4652631578947368,0.40842105263157896,0.2294736842105263,0.28,0.35368421052631577,0.26842105263157895,0.38
1011110111,758,"[1, 2, 3, 5, 6, 7, 8, 10]",0.3726315789473684,14,3,10,10,0.3336842105263158,0.26842105263157895,0.27263157894736845,0.4589473684210526,0.24105263157894738,0.26105263157894737,0.24736842105263157,0.2894736842105263,0.42210526315789476,0.28
1111111111,1022,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",0.46842105263157896,14,3,10,10,0.3336842105263158,0.26842105263157895,0.27263157894736845,0.4589473684210526,0.24105263157894738,0.26105263157894737,0.24736842105263157,0.2894736842105263,0.42210526315789476,0.28
0011100011,226,"[1, 2, 6, 7, 8]",0.3526315789473684,15,3,10,10,0.24,0.33473684210526317,0.4589473684210526,0.42105263157894735,0.38526315789473686,0.26421052631578945,0.28,0.21157894736842106,0.44105263157894736,0.41368421052631577
1111111111,1022,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",0.5705263157894737,15,3,10,10,0.24,0.33473684210526317,0.4589473684210526,0.42105263157894735,0.38526315789473686,0.26421052631578945,0.28,0.21157894736842106,0.44105263157894736,0.41368421052631577
