Combination,index,Clients,Global Accuracy,Trial,Noise Std,Corrupted Clients,Max Iter or Depth,Client 1 Accuracy(low-quality client),Client 2 Accuracy(low-quality client),Client 3 Accuracy(low-quality client),Client 4 Accuracy(low-quality client),Client 5 Accuracy(low-quality client),Client 6 Accuracy,Client 7 Accuracy,Client 8 Accuracy,Client 9 Accuracy,Client 10 Accuracy
1111111111,1022,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",0.6536842105263158,1,4,5,10,0.2863157894736842,0.42,0.33263157894736844,0.31894736842105265,0.2905263157894737,0.6273684210526316,0.5410526315789473,0.4936842105263158,0.36947368421052634,0.41157894736842104
0000010011,18,"[1, 2, 5]",0.2873684210526316,2,4,5,10,0.27789473684210525,0.2505263157894737,0.31473684210526315,0.4421052631578947,0.23684210526315788,0.42947368421052634,0.4126315789473684,0.56,0.5231578947368422,0.508421052631579
1111111111,1022,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",0.6589473684210526,2,4,5,10,0.27789473684210525,0.2505263157894737,0.31473684210526315,0.4421052631578947,0.23684210526315788,0.42947368421052634,0.4126315789473684,0.56,0.5231578947368422,0.508421052631579
0000010111,22,"[1, 2, 3, 5]",0.30842105263157893,3,4,5,10,0.22631578947368422,0.3031578947368421,0.3063157894736842,0.36736842105263157,0.26421052631578945,0.4936842105263158,0.6452631578947369,0.41157894736842104,0.5968421052631578,0.52
1111111111,1022,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",0.6926315789473684,3,4,5,10,0.22631578947368422,0.3031578947368421,0.3063157894736842,0.36736842105263157,0.26421052631578945,0.4936842105263158,0.6452631578947369,0.41157894736842104,0.5968421052631578,0.52
0000010011,18,"[1, 2, 5]",0.27052631578947367,4,4,5,10,0.25263157894736843,0.25157894736842107,0.33263157894736844,0.32210526315789473,0.26421052631578945,0.46,0.5673684210526316,0.4147368421052632,0.5389473684210526,0.4673684210526316
1111111111,1022,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",0.58,4,4,5,10,0.25263157894736843,0.25157894736842107,0.33263157894736844,0.32210526315789473,0.26421052631578945,0.46,0.5673684210526316,0.4147368421052632,0.5389473684210526,0.4673684210526316
1000011111,542,"[1, 2, 3, 4, 5, 10]",0.32842105263157895,5,4,5,10,0.22736842105263158,0.29894736842105263,0.22736842105263158,0.2926315789473684,0.23473684210526316,0.5947368421052631,0.5957894736842105,0.6126315789473684,0.511578947368421,0.31684210526315787
1111111111,1022,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",0.66,5,4,5,10,0.22736842105263158,0.29894736842105263,0.22736842105263158,0.2926315789473684,0.23473684210526316,0.5947368421052631,0.5957894736842105,0.6126315789473684,0.511578947368421,0.31684210526315787
1111111111,1022,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",0.6547368421052632,6,4,5,10,0.3063157894736842,0.21052631578947367,0.24842105263157896,0.26526315789473687,0.4326315789473684,0.4189473684210526,0.4726315789473684,0.5378947368421053,0.5652631578947368,0.5252631578947369
1111111111,1022,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",0.7052631578947368,7,4,5,10,0.42736842105263156,0.4010526315789474,0.44526315789473686,0.32210526315789473,0.27263157894736845,0.4589473684210526,0.6273684210526316,0.5821052631578948,0.42210526315789476,0.3736842105263158
1111111111,1022,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",0.6168421052631579,8,4,5,10,0.2578947368421053,0.2094736842105263,0.29157894736842105,0.24210526315789474,0.4,0.39789473684210525,0.48526315789473684,0.41157894736842104,0.5357894736842105,0.5915789473684211
0000011101,28,"[1, 3, 4, 5]",0.30842105263157893,9,4,5,10,0.30736842105263157,0.34421052631578947,0.2557894736842105,0.28526315789473683,0.2557894736842105,0.48,0.5715789473684211,0.6157894736842106,0.5263157894736842,0.4589473684210526
0000001111,14,"[1, 2, 3, 4]",0.30526315789473685,10,4,5,10,0.2505263157894737,0.2505263157894737,0.2578947368421053,0.26526315789473687,0.45052631578947366,0.5831578947368421,0.6957894736842105,0.4105263157894737,0.48,0.5094736842105263
1110111111,958,"[1, 2, 3, 4, 5, 6, 8, 9, 10]",0.6294736842105263,10,4,5,10,0.2505263157894737,0.2505263157894737,0.2578947368421053,0.26526315789473687,0.45052631578947366,0.5831578947368421,0.6957894736842105,0.4105263157894737,0.48,0.5094736842105263
1110111111,958,"[1, 2, 3, 4, 5, 6, 8, 9, 10]",0.5536842105263158,11,4,5,10,0.31684210526315787,0.26421052631578945,0.39789473684210525,0.34842105263157896,0.24736842105263157,0.511578947368421,0.6526315789473685,0.4378947368421053,0.3642105263157895,0.5
0000111111,62,"[1, 2, 3, 4, 5, 6]",0.42210526315789476,12,4,5,10,0.35578947368421054,0.2863157894736842,0.24421052631578946,0.32421052631578945,0.36947368421052634,0.3831578947368421,0.5778947368421052,0.6631578947368421,0.5652631578947368,0.5094736842105263
1111111111,1022,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",0.6884210526315789,12,4,5,10,0.35578947368421054,0.2863157894736842,0.24421052631578946,0.32421052631578945,0.36947368421052634,0.3831578947368421,0.5778947368421052,0.6631578947368421,0.5652631578947368,0.5094736842105263
1111111111,1022,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",0.7126315789473684,13,4,5,10,0.24526315789473685,0.4126315789473684,0.3505263157894737,0.4063157894736842,0.19894736842105262,0.48947368421052634,0.6231578947368421,0.6178947368421053,0.5063157894736842,0.52
1111111111,1022,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",0.7231578947368421,14,4,5,10,0.33157894736842103,0.28210526315789475,0.2431578947368421,0.4442105263157895,0.1705263157894737,0.3957894736842105,0.6947368421052632,0.6010526315789474,0.5442105263157895,0.5726315789473684
0000011011,26,"[1, 2, 4, 5]",0.27789473684210525,15,4,5,10,0.2326315789473684,0.22842105263157894,0.42947368421052634,0.21894736842105264,0.22,0.47157894736842104,0.671578947368421,0.6147368421052631,0.40210526315789474,0.4968421052631579
1100111111,830,"[1, 2, 3, 4, 5, 6, 9, 10]",0.5052631578947369,15,4,5,10,0.2326315789473684,0.22842105263157894,0.42947368421052634,0.21894736842105264,0.22,0.47157894736842104,0.671578947368421,0.6147368421052631,0.40210526315789474,0.4968421052631579
0000010111,22,"[1, 2, 3, 5]",0.33263157894736844,16,4,5,10,0.3105263157894737,0.29789473684210527,0.3231578947368421,0.39263157894736844,0.2905263157894737,0.4568421052631579,0.6252631578947369,0.46210526315789474,0.5231578947368422,0.5357894736842105
1111111111,1022,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",0.628421052631579,16,4,5,10,0.3105263157894737,0.29789473684210527,0.3231578947368421,0.39263157894736844,0.2905263157894737,0.4568421052631579,0.6252631578947369,0.46210526315789474,0.5231578947368422,0.5357894736842105
0000010111,22,"[1, 2, 3, 5]",0.2926315789473684,17,4,5,10,0.28421052631578947,0.21157894736842106,0.25157894736842107,0.44105263157894736,0.23684210526315788,0.6147368421052631,0.5842105263157895,0.6810526315789474,0.5905263157894737,0.5010526315789474
1111111111,1022,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",0.7442105263157894,17,4,5,10,0.28421052631578947,0.21157894736842106,0.25157894736842107,0.44105263157894736,0.23684210526315788,0.6147368421052631,0.5842105263157895,0.6810526315789474,0.5905263157894737,0.5010526315789474
1111111111,1022,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",0.6536842105263158,18,4,5,10,0.22421052631578947,0.4726315789473684,0.21894736842105264,0.3736842105263158,0.3410526315789474,0.4705263157894737,0.4010526315789474,0.33473684210526317,0.5652631578947368,0.4768421052631579
1111111111,1022,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",0.6610526315789473,19,4,5,10,0.36210526315789476,0.1736842105263158,0.2578947368421053,0.22842105263157894,0.4557894736842105,0.4105263157894737,0.5968421052631578,0.54,0.5157894736842106,0.631578947368421
1111111111,1022,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",0.6442105263157895,20,4,5,10,0.43894736842105264,0.18210526315789474,0.26210526315789473,0.27052631578947367,0.2557894736842105,0.49894736842105264,0.6126315789473684,0.44842105263157894,0.5378947368421053,0.5684210526315789
0000011111,30,"[1, 2, 3, 4, 5]",0.4168421052631579,21,4,5,10,0.2926315789473684,0.33263157894736844,0.27473684210526317,0.3589473684210526,0.3410526315789474,0.6147368421052631,0.6442105263157895,0.4673684210526316,0.5252631578947369,0.4863157894736842
1111111111,1022,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",0.7010526315789474,21,4,5,10,0.2926315789473684,0.33263157894736844,0.27473684210526317,0.3589473684210526,0.3410526315789474,0.6147368421052631,0.6442105263157895,0.4673684210526316,0.5252631578947369,0.4863157894736842
0000011111,30,"[1, 2, 3, 4, 5]",0.26421052631578945,22,4,5,10,0.2463157894736842,0.21894736842105264,0.21368421052631578,0.22,0.2336842105263158,0.5968421052631578,0.3957894736842105,0.6126315789473684,0.5831578947368421,0.4747368421052632
1110111111,958,"[1, 2, 3, 4, 5, 6, 8, 9, 10]",0.6147368421052631,23,4,5,10,0.3684210526315789,0.2894736842105263,0.2326315789473684,0.4336842105263158,0.26210526315789473,0.42210526315789476,0.7063157894736842,0.5263157894736842,0.511578947368421,0.41368421052631577
0100011111,286,"[1, 2, 3, 4, 5, 9]",0.43473684210526314,24,4,5,10,0.3589473684210526,0.20210526315789473,0.2557894736842105,0.39789473684210525,0.36210526315789476,0.6347368421052632,0.6105263157894737,0.5536842105263158,0.37894736842105264,0.5147368421052632
1111111111,1022,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",0.7210526315789474,24,4,5,10,0.3589473684210526,0.20210526315789473,0.2557894736842105,0.39789473684210525,0.36210526315789476,0.6347368421052632,0.6105263157894737,0.5536842105263158,0.37894736842105264,0.5147368421052632
1110111111,958,"[1, 2, 3, 4, 5, 6, 8, 9, 10]",0.5094736842105263,25,4,5,10,0.31473684210526315,0.42736842105263156,0.18526315789473685,0.28,0.30526315789473685,0.3663157894736842,0.6757894736842105,0.46421052631578946,0.4863157894736842,0.4168421052631579
1111111111,1022,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",0.6463157894736842,26,4,5,10,0.27157894736842103,0.2673684210526316,0.39473684210526316,0.3726315789473684,0.29473684210526313,0.3968421052631579,0.4242105263157895,0.4968421052631579,0.5368421052631579,0.4936842105263158
1111111111,1022,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",0.7589473684210526,27,4,5,10,0.27052631578947367,0.32526315789473687,0.45263157894736844,0.28526315789473683,0.4694736842105263,0.6578947368421053,0.6726315789473685,0.6410526315789473,0.5578947368421052,0.49157894736842106
0010011111,158,"[1, 2, 3, 4, 5, 8]",0.3778947368421053,28,4,5,10,0.35789473684210527,0.29473684210526313,0.30842105263157893,0.2578947368421053,0.26421052631578945,0.49473684210526314,0.651578947368421,0.3178947368421053,0.5736842105263158,0.4421052631578947
0000011101,28,"[1, 3, 4, 5]",0.25473684210526315,30,4,5,10,0.23894736842105263,0.37157894736842106,0.24842105263157896,0.24526315789473685,0.22842105263157894,0.6168421052631579,0.5694736842105264,0.5673684210526316,0.41157894736842104,0.5021052631578947
1111111111,1022,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",0.6347368421052632,30,4,5,10,0.23894736842105263,0.37157894736842106,0.24842105263157896,0.24526315789473685,0.22842105263157894,0.6168421052631579,0.5694736842105264,0.5673684210526316,0.41157894736842104,0.5021052631578947
1111111111,1022,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",0.6789473684210526,31,4,5,10,0.2505263157894737,0.26526315789473687,0.4105263157894737,0.18842105263157893,0.42736842105263156,0.5515789473684211,0.62,0.3936842105263158,0.4421052631578947,0.44526315789473686
1000001111,526,"[1, 2, 3, 4, 10]",0.4010526315789474,32,4,5,10,0.3105263157894737,0.23684210526315788,0.3631578947368421,0.35157894736842105,0.4831578947368421,0.6831578947368421,0.6684210526315789,0.5726315789473684,0.5284210526315789,0.3410526315789474
1111111111,1022,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",0.7368421052631579,32,4,5,10,0.3105263157894737,0.23684210526315788,0.3631578947368421,0.35157894736842105,0.4831578947368421,0.6831578947368421,0.6684210526315789,0.5726315789473684,0.5284210526315789,0.3410526315789474
1111111111,1022,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",0.6747368421052632,33,4,5,10,0.26,0.3231578947368421,0.3663157894736842,0.3936842105263158,0.25157894736842107,0.5905263157894737,0.611578947368421,0.5252631578947369,0.4705263157894737,0.4863157894736842
1111111111,1022,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",0.6347368421052632,34,4,5,10,0.28842105263157897,0.2968421052631579,0.2968421052631579,0.4568421052631579,0.38842105263157894,0.36736842105263157,0.5421052631578948,0.38,0.5210526315789473,0.43157894736842106
1111111111,1022,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",0.6568421052631579,36,4,5,10,0.22105263157894736,0.3273684210526316,0.22105263157894736,0.4336842105263158,0.26631578947368423,0.5957894736842105,0.6557894736842105,0.28,0.5294736842105263,0.48105263157894734
1111111111,1022,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",0.6747368421052632,37,4,5,10,0.28842105263157897,0.4705263157894737,0.25894736842105265,0.48736842105263156,0.22421052631578947,0.5231578947368422,0.5842105263157895,0.5042105263157894,0.41578947368421054,0.4515789473684211
0000011111,30,"[1, 2, 3, 4, 5]",0.37473684210526315,38,4,5,10,0.2863157894736842,0.3357894736842105,0.22842105263157894,0.3021052631578947,0.3126315789473684,0.44526315789473686,0.5936842105263158,0.588421052631579,0.49894736842105264,0.4010526315789474
1111111111,1022,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",0.6810526315789474,38,4,5,10,0.2863157894736842,0.3357894736842105,0.22842105263157894,0.3021052631578947,0.3126315789473684,0.44526315789473686,0.5936842105263158,0.588421052631579,0.49894736842105264,0.4010526315789474
1010011111,670,"[1, 2, 3, 4, 5, 8, 10]",0.3736842105263158,39,4,5,10,0.3042105263157895,0.25684210526315787,0.27789473684210525,0.27157894736842103,0.2231578947368421,0.6042105263157894,0.6168421052631579,0.30105263157894735,0.5421052631578948,0.35157894736842105
1111111111,1022,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",0.6263157894736842,39,4,5,10,0.3042105263157895,0.25684210526315787,0.27789473684210525,0.27157894736842103,0.2231578947368421,0.6042105263157894,0.6168421052631579,0.30105263157894735,0.5421052631578948,0.35157894736842105
1110111111,958,"[1, 2, 3, 4, 5, 6, 8, 9, 10]",0.5894736842105263,40,4,5,10,0.32421052631578945,0.21263157894736842,0.2905263157894737,0.3989473684210526,0.25473684210526315,0.4589473684210526,0.6968421052631579,0.39263157894736844,0.5052631578947369,0.5010526315789474
0000011101,28,"[1, 3, 4, 5]",0.26,41,4,5,10,0.24736842105263157,0.3410526315789474,0.25263157894736843,0.24947368421052632,0.2557894736842105,0.4926315789473684,0.41578947368421054,0.6568421052631579,0.6021052631578947,0.5589473684210526
1111111111,1022,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",0.6957894736842105,41,4,5,10,0.24736842105263157,0.3410526315789474,0.25263157894736843,0.24947368421052632,0.2557894736842105,0.4926315789473684,0.41578947368421054,0.6568421052631579,0.6021052631578947,0.5589473684210526
0000010111,22,"[1, 2, 3, 5]",0.35368421052631577,42,4,5,10,0.24842105263157896,0.3136842105263158,0.35157894736842105,0.3757894736842105,0.27789473684210525,0.5652631578947368,0.4863157894736842,0.49473684210526314,0.47578947368421054,0.48526315789473684
