Combination,index,Clients,Global Accuracy,Trial,Noise Std,Corrupted Clients,Max Iter or Depth,Client 1 Accuracy,Client 2 Accuracy,Client 3 Accuracy,Client 4 Accuracy,Client 5 Accuracy,Client 6 Accuracy,Client 7 Accuracy,Client 8 Accuracy,Client 9 Accuracy,Client 10 Accuracy
0010001001,136,"[1, 4, 8]",0.38842105263157894,1,0.1,0,10,0.38526315789473686,0.47157894736842104,0.5905263157894737,0.36105263157894735,0.5021052631578947,0.48210526315789476,0.6168421052631579,0.3431578947368421,0.4431578947368421,0.5210526315789473
1111111111,1022,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",0.6863157894736842,1,0.1,0,10,0.38526315789473686,0.47157894736842104,0.5905263157894737,0.36105263157894735,0.5021052631578947,0.48210526315789476,0.6168421052631579,0.3431578947368421,0.4431578947368421,0.5210526315789473
1111111111,1022,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",0.7926315789473685,2,0.1,0,10,0.631578947368421,0.3663157894736842,0.4263157894736842,0.6821052631578948,0.5810526315789474,0.6073684210526316,0.708421052631579,0.6042105263157894,0.5147368421052632,0.5494736842105263
1111111111,1022,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",0.7589473684210526,3,0.1,0,10,0.6631578947368421,0.36947368421052634,0.5989473684210527,0.5,0.6578947368421053,0.4326315789473684,0.6810526315789474,0.43894736842105264,0.5221052631578947,0.26421052631578945
1111111111,1022,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",0.7536842105263157,4,0.1,0,10,0.33157894736842103,0.36,0.531578947368421,0.5610526315789474,0.6210526315789474,0.5978947368421053,0.5915789473684211,0.5463157894736842,0.52,0.47157894736842104
1111111111,1022,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",0.7347368421052631,5,0.1,0,10,0.3936842105263158,0.42,0.5094736842105263,0.5694736842105264,0.4494736842105263,0.5821052631578948,0.6821052631578948,0.4557894736842105,0.5284210526315789,0.35789473684210527
1111111111,1022,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",0.7505263157894737,6,0.1,0,10,0.4905263157894737,0.41789473684210526,0.5631578947368421,0.36736842105263157,0.6105263157894737,0.36947368421052634,0.6326315789473684,0.5326315789473685,0.39789473684210525,0.4368421052631579
1110110111,950,"[1, 2, 3, 5, 6, 8, 9, 10]",0.5578947368421052,7,0.1,0,10,0.3589473684210526,0.35789473684210527,0.3957894736842105,0.6431578947368422,0.5547368421052632,0.41789473684210526,0.631578947368421,0.36,0.48736842105263156,0.46842105263157896
1111111111,1022,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",0.6789473684210526,7,0.1,0,10,0.3589473684210526,0.35789473684210527,0.3957894736842105,0.6431578947368422,0.5547368421052632,0.41789473684210526,0.631578947368421,0.36,0.48736842105263156,0.46842105263157896
1111111111,1022,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",0.7621052631578947,8,0.1,0,10,0.6242105263157894,0.40210526315789474,0.5547368421052632,0.6757894736842105,0.41157894736842104,0.5136842105263157,0.4,0.5715789473684211,0.3957894736842105,0.5421052631578948
1111111111,1022,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",0.7810526315789473,9,0.1,0,10,0.47789473684210526,0.41368421052631577,0.43473684210526314,0.4968421052631579,0.5052631578947369,0.4768421052631579,0.7021052631578948,0.58,0.5294736842105263,0.5357894736842105
1111111111,1022,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",0.7789473684210526,10,0.1,0,10,0.5873684210526315,0.47368421052631576,0.5473684210526316,0.6305263157894737,0.41789473684210526,0.4073684210526316,0.5431578947368421,0.5915789473684211,0.4494736842105263,0.39263157894736844
1111111111,1022,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",0.7473684210526316,11,0.1,0,10,0.4905263157894737,0.5178947368421053,0.36105263157894735,0.6852631578947368,0.5452631578947369,0.5305263157894737,0.41578947368421054,0.5536842105263158,0.5484210526315789,0.47368421052631576
1111111111,1022,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",0.791578947368421,12,0.1,0,10,0.5105263157894737,0.42105263157894735,0.48947368421052634,0.5189473684210526,0.5652631578947368,0.6052631578947368,0.6978947368421052,0.628421052631579,0.5505263157894736,0.32421052631578945
1111111111,1022,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",0.7768421052631579,13,0.1,0,10,0.39052631578947367,0.4768421052631579,0.6273684210526316,0.6336842105263157,0.5431578947368421,0.5631578947368421,0.6094736842105263,0.5989473684210527,0.4789473684210526,0.32421052631578945
0010000101,132,"[1, 3, 8]",0.4147368421052632,14,0.1,0,10,0.3778947368421053,0.5768421052631579,0.38105263157894737,0.5126315789473684,0.5747368421052632,0.5063157894736842,0.5863157894736842,0.3157894736842105,0.4884210526315789,0.4968421052631579
1111111111,1022,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",0.7273684210526316,14,0.1,0,10,0.3778947368421053,0.5768421052631579,0.38105263157894737,0.5126315789473684,0.5747368421052632,0.5063157894736842,0.5863157894736842,0.3157894736842105,0.4884210526315789,0.4968421052631579
1111111111,1022,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",0.7852631578947369,15,0.1,0,10,0.3778947368421053,0.4694736842105263,0.5863157894736842,0.5463157894736842,0.5578947368421052,0.46210526315789474,0.6231578947368421,0.3989473684210526,0.5210526315789473,0.4842105263157895
