Combination,index,Clients,Global Accuracy,Trial,Noise Std,Corrupted Clients,Max Iter or Depth,Client 1 Accuracy(low-quality client),Client 2 Accuracy(low-quality client),Client 3 Accuracy(low-quality client),Client 4 Accuracy(low-quality client),Client 5 Accuracy(low-quality client),Client 6 Accuracy(low-quality client),Client 7 Accuracy(low-quality client),Client 8 Accuracy(low-quality client),Client 9 Accuracy,Client 10 Accuracy
1111111111,1022,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",0.4305263157894737,1,3,8,10,0.26631578947368423,0.2578947368421053,0.31157894736842107,0.26526315789473687,0.26526315789473687,0.33263157894736844,0.2694736842105263,0.19789473684210526,0.36947368421052634,0.41157894736842104
0011100111,230,"[1, 2, 3, 6, 7, 8]",0.3042105263157895,2,3,8,10,0.2305263157894737,0.2073684210526316,0.22631578947368422,0.4610526315789474,0.33052631578947367,0.2694736842105263,0.29789473684210527,0.27789473684210525,0.5231578947368422,0.508421052631579
0010000111,134,"[1, 2, 3, 8]",0.2894736842105263,3,3,8,10,0.27157894736842103,0.26105263157894737,0.22,0.31684210526315787,0.40210526315789474,0.38,0.28,0.2294736842105263,0.5968421052631578,0.52
1111111111,1022,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",0.5789473684210527,4,3,8,10,0.2968421052631579,0.2578947368421053,0.38105263157894737,0.3021052631578947,0.33263157894736844,0.39789473684210525,0.37894736842105264,0.3473684210526316,0.5389473684210526,0.4673684210526316
1010100111,678,"[1, 2, 3, 6, 8, 10]",0.3263157894736842,5,3,8,10,0.28421052631578947,0.2968421052631579,0.21052631578947367,0.38421052631578945,0.3778947368421053,0.28842105263157897,0.41789473684210526,0.2073684210526316,0.511578947368421,0.31684210526315787
1111111111,1022,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",0.5284210526315789,5,3,8,10,0.28421052631578947,0.2968421052631579,0.21052631578947367,0.38421052631578945,0.3778947368421053,0.28842105263157897,0.41789473684210526,0.2073684210526316,0.511578947368421,0.31684210526315787
0011101111,238,"[1, 2, 3, 4, 6, 7, 8]",0.3263157894736842,6,3,8,10,0.2736842105263158,0.25473684210526315,0.2336842105263158,0.23157894736842105,0.3589473684210526,0.2894736842105263,0.27157894736842103,0.19473684210526315,0.5652631578947368,0.5252631578947369
0010011010,153,"[2, 4, 5, 8]",0.30526315789473685,7,3,8,10,0.4557894736842105,0.2694736842105263,0.39473684210526316,0.28,0.24421052631578946,0.3778947368421053,0.4284210526315789,0.23684210526315788,0.42210526315789476,0.3736842105263158
1111111111,1022,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",0.5778947368421052,7,3,8,10,0.4557894736842105,0.2694736842105263,0.39473684210526316,0.28,0.24421052631578946,0.3778947368421053,0.4284210526315789,0.23684210526315788,0.42210526315789476,0.3736842105263158
1111111111,1022,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",0.6526315789473685,8,3,8,10,0.3273684210526316,0.2578947368421053,0.3094736842105263,0.4705263157894737,0.41578947368421054,0.38,0.4094736842105263,0.22105263157894736,0.5357894736842105,0.5915789473684211
0001111111,126,"[1, 2, 3, 4, 5, 6, 7]",0.3589473684210526,9,3,8,10,0.2305263157894737,0.29894736842105263,0.23157894736842105,0.28210526315789475,0.33157894736842103,0.3157894736842105,0.2694736842105263,0.4326315789473684,0.5263157894736842,0.4589473684210526
1111111111,1022,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",0.6378947368421053,10,3,8,10,0.3231578947368421,0.27578947368421053,0.49473684210526314,0.27789473684210525,0.42947368421052634,0.28842105263157897,0.42947368421052634,0.3526315789473684,0.48,0.5094736842105263
0111111111,510,"[1, 2, 3, 4, 5, 6, 7, 8, 9]",0.41578947368421054,11,3,8,10,0.3021052631578947,0.41368421052631577,0.32526315789473687,0.31684210526315787,0.3568421052631579,0.23157894736842105,0.3063157894736842,0.23578947368421052,0.3642105263157895,0.5
1111111111,1022,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",0.6421052631578947,12,3,8,10,0.35157894736842105,0.3505263157894737,0.35789473684210527,0.3757894736842105,0.24842105263157896,0.2736842105263158,0.25473684210526315,0.4831578947368421,0.5652631578947368,0.5094736842105263
1111111111,1022,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",0.6210526315789474,13,3,8,10,0.23789473684210527,0.27789473684210525,0.3157894736842105,0.4652631578947368,0.40842105263157896,0.2294736842105263,0.28,0.35368421052631577,0.5063157894736842,0.52
0011110111,246,"[1, 2, 3, 5, 6, 7, 8]",0.3357894736842105,14,3,8,10,0.3336842105263158,0.26842105263157895,0.27263157894736845,0.4589473684210526,0.24105263157894738,0.26105263157894737,0.24736842105263157,0.2894736842105263,0.5442105263157895,0.5726315789473684
0011100011,226,"[1, 2, 6, 7, 8]",0.3526315789473684,15,3,8,10,0.24,0.33473684210526317,0.4589473684210526,0.42105263157894735,0.38526315789473686,0.26421052631578945,0.28,0.21157894736842106,0.40210526315789474,0.4968421052631579
1111111111,1022,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",0.5863157894736842,15,3,8,10,0.24,0.33473684210526317,0.4589473684210526,0.42105263157894735,0.38526315789473686,0.26421052631578945,0.28,0.21157894736842106,0.40210526315789474,0.4968421052631579
0001101111,110,"[1, 2, 3, 4, 6, 7]",0.35789473684210527,16,3,8,10,0.26,0.2536842105263158,0.27263157894736845,0.2789473684210526,0.38842105263157894,0.3273684210526316,0.2810526315789474,0.3863157894736842,0.5231578947368422,0.5357894736842105
0011111111,254,"[1, 2, 3, 4, 5, 6, 7, 8]",0.4105263157894737,16,3,8,10,0.26,0.2536842105263158,0.27263157894736845,0.2789473684210526,0.38842105263157894,0.3273684210526316,0.2810526315789474,0.3863157894736842,0.5231578947368422,0.5357894736842105
0011010111,214,"[1, 2, 3, 5, 7, 8]",0.3336842105263158,17,3,8,10,0.31684210526315787,0.27263157894736845,0.22210526315789475,0.5073684210526316,0.28,0.46210526315789474,0.26421052631578945,0.22210526315789475,0.5905263157894737,0.5010526315789474
0000110101,52,"[1, 3, 5, 6]",0.34421052631578947,18,3,8,10,0.2905263157894737,0.5705263157894737,0.2736842105263158,0.44,0.3105263157894737,0.3031578947368421,0.4747368421052632,0.34421052631578947,0.5652631578947368,0.4768421052631579
1111111111,1022,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",0.6463157894736842,18,3,8,10,0.2905263157894737,0.5705263157894737,0.2736842105263158,0.44,0.3105263157894737,0.3031578947368421,0.4747368421052632,0.34421052631578947,0.5652631578947368,0.4768421052631579
1111111111,1022,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",0.6505263157894737,19,3,8,10,0.4663157894736842,0.25894736842105265,0.2926315789473684,0.3757894736842105,0.39789473684210525,0.3263157894736842,0.41789473684210526,0.3526315789473684,0.5157894736842106,0.631578947368421
