Combination,index,Clients,Global Accuracy,Trial,Noise Std,Corrupted Clients,Max Iter or Depth,Client 1 Accuracy(low-quality client),Client 2 Accuracy(low-quality client),Client 3 Accuracy(low-quality client),Client 4 Accuracy(low-quality client),Client 5 Accuracy(low-quality client),Client 6 Accuracy(low-quality client),Client 7 Accuracy(low-quality client),Client 8 Accuracy,Client 9 Accuracy,Client 10 Accuracy
1111111111,1022,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",0.7347368421052631,1,0.3,7,10,0.33052631578947367,0.42736842105263156,0.508421052631579,0.4326315789473684,0.5031578947368421,0.5873684210526315,0.5978947368421053,0.4936842105263158,0.36947368421052634,0.41157894736842104
1111111111,1022,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",0.7431578947368421,2,0.3,7,10,0.4905263157894737,0.3663157894736842,0.4694736842105263,0.5873684210526315,0.508421052631579,0.5547368421052632,0.4673684210526316,0.56,0.5231578947368422,0.508421052631579
1111111111,1022,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",0.7789473684210526,3,0.3,7,10,0.3873684210526316,0.2905263157894737,0.5421052631578948,0.5389473684210526,0.4905263157894737,0.5336842105263158,0.6021052631578947,0.41157894736842104,0.5968421052631578,0.52
1111111111,1022,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",0.7757894736842105,4,0.3,7,10,0.4631578947368421,0.27263157894736845,0.5842105263157895,0.5842105263157895,0.43473684210526314,0.5852631578947368,0.4863157894736842,0.4147368421052632,0.5389473684210526,0.4673684210526316
1111111111,1022,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",0.72,5,0.3,7,10,0.40421052631578946,0.30736842105263157,0.5094736842105263,0.4242105263157895,0.3968421052631579,0.4473684210526316,0.5378947368421053,0.6126315789473684,0.511578947368421,0.31684210526315787
1111111111,1022,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",0.7505263157894737,6,0.3,7,10,0.40421052631578946,0.5021052631578947,0.5368421052631579,0.47368421052631576,0.5157894736842106,0.4105263157894737,0.5463157894736842,0.5378947368421053,0.5652631578947368,0.5252631578947369
1111111111,1022,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",0.7431578947368421,7,0.3,7,10,0.6673684210526316,0.44,0.52,0.4463157894736842,0.43894736842105264,0.48,0.4831578947368421,0.5821052631578948,0.42210526315789476,0.3736842105263158
1111111111,1022,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",0.748421052631579,8,0.3,7,10,0.6305263157894737,0.4063157894736842,0.5284210526315789,0.5547368421052632,0.5063157894736842,0.45263157894736844,0.54,0.41157894736842104,0.5357894736842105,0.5915789473684211
1111111111,1022,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",0.7463157894736843,9,0.3,7,10,0.5610526315789474,0.5031578947368421,0.30105263157894735,0.39789473684210525,0.49157894736842106,0.5210526315789473,0.4831578947368421,0.6157894736842106,0.5263157894736842,0.4589473684210526
1111111111,1022,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",0.7936842105263158,10,0.3,7,10,0.6052631578947368,0.37157894736842106,0.5294736842105263,0.5673684210526316,0.5421052631578948,0.6178947368421053,0.5326315789473685,0.4105263157894737,0.48,0.5094736842105263
1111111111,1022,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",0.7431578947368421,11,0.3,7,10,0.5042105263157894,0.4231578947368421,0.5357894736842105,0.5463157894736842,0.5547368421052632,0.5547368421052632,0.5631578947368421,0.4378947368421053,0.3642105263157895,0.5
1111111111,1022,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",0.8010526315789473,12,0.3,7,10,0.611578947368421,0.5326315789473685,0.56,0.46421052631578946,0.5515789473684211,0.3273684210526316,0.4926315789473684,0.6631578947368421,0.5652631578947368,0.5094736842105263
1111111111,1022,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",0.7578947368421053,13,0.3,7,10,0.3778947368421053,0.3,0.4305263157894737,0.4978947368421053,0.5663157894736842,0.5810526315789474,0.5578947368421052,0.6178947368421053,0.5063157894736842,0.52
1111111111,1022,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",0.7431578947368421,14,0.3,7,10,0.4442105263157895,0.39263157894736844,0.5484210526315789,0.6,0.5094736842105263,0.43473684210526314,0.5231578947368422,0.6010526315789474,0.5442105263157895,0.5726315789473684
1111111111,1022,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",0.7231578947368421,15,0.3,7,10,0.5273684210526316,0.39789473684210525,0.47368421052631576,0.39263157894736844,0.5915789473684211,0.5378947368421053,0.5094736842105263,0.6147368421052631,0.40210526315789474,0.4968421052631579
1111111111,1022,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",0.7557894736842106,16,0.3,7,10,0.6105263157894737,0.4536842105263158,0.508421052631579,0.31684210526315787,0.6021052631578947,0.4652631578947368,0.5968421052631578,0.46210526315789474,0.5231578947368422,0.5357894736842105
1111111111,1022,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",0.7852631578947369,17,0.3,7,10,0.3936842105263158,0.4073684210526316,0.5168421052631579,0.5126315789473684,0.41578947368421054,0.4,0.48947368421052634,0.6810526315789474,0.5905263157894737,0.5010526315789474
1111111111,1022,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",0.7410526315789474,18,0.3,7,10,0.5505263157894736,0.4263157894736842,0.4168421052631579,0.5621052631578948,0.54,0.5673684210526316,0.4652631578947368,0.33473684210526317,0.5652631578947368,0.4768421052631579
1111111111,1022,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",0.7757894736842105,19,0.3,7,10,0.5189473684210526,0.30526315789473685,0.5294736842105263,0.5021052631578947,0.56,0.5147368421052632,0.5694736842105264,0.54,0.5157894736842106,0.631578947368421
1111111111,1022,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",0.7347368421052631,20,0.3,7,10,0.531578947368421,0.33263157894736844,0.5105263157894737,0.4884210526315789,0.5410526315789473,0.5505263157894736,0.5768421052631579,0.44842105263157894,0.5378947368421053,0.5684210526315789
