Trial,Combination,Clients,Global Accuracy,Max Depth,Client 1 Accuracy,Client 1 Shapley Value,Client 2 Accuracy,Client 2 Shapley Value,Client 3 Accuracy,Client 3 Shapley Value,Client 4 Accuracy,Client 4 Shapley Value,Client 5 Accuracy,Client 5 Shapley Value,Client 6 Accuracy,Client 6 Shapley Value,Client 7 Accuracy,Client 7 Shapley Value,Client 8 Accuracy,Client 8 Shapley Value,Client 9 Accuracy,Client 9 Shapley Value,Client 10 Accuracy,Client 10 Shapley Value
1,0001000000,7,0.7817589576547231,10,,,,,,,,,,,,,0.7817589576547231,0.09219787710585245,,,,,,
1,0010000000,8,0.7947882736156352,10,,,,,,,,,,,,,,,0.7947882736156352,0.09222027461291256,,,,
1,1111111111,"1,2,3,4,5,6,7,8,9,10",0.8849077090119435,10,0.8219326818675353,0.09922582529944485,0.7937024972855592,0.09365907099035935,0.8078175895765473,0.09714334404518422,0.8089033659066233,0.09727724218521755,0.8089033659066233,0.09460512221248411,0.8284473398479913,0.10505891518161448,0.7817589576547231,0.09219787710585245,0.7947882736156352,0.09222027461291256,0.8284473398479913,0.10695832116077503,0.8686210640608035,0.12165400720615457
2,0010000000,8,0.8349619978284474,10,,,,,,,,,,,,,,,0.8349619978284474,0.09598456108563107,,,,
2,1111111111,"1,2,3,4,5,6,7,8,9,10",0.9131378935939196,10,0.8577633007600435,0.10813326916180649,0.8458197611292074,0.10089792952456435,0.8371335504885994,0.09641583149312034,0.8545059717698155,0.09999952815053895,0.8273615635179153,0.09525555366815767,0.8219326818675353,0.09141281165656914,0.8621064060803475,0.09951541060340109,0.8349619978284474,0.09598456108563107,0.8773072747014115,0.1090882924711699,0.8707926167209555,0.10329681218504042
3,1111111111,"1,2,3,4,5,6,7,8,9,10",0.9066232356134636,10,0.8577633007600435,0.10252685105978498,0.8588490770901195,0.1057052561543576,0.8479913137893594,0.10789373633685008,0.8219326818675353,0.09834046193327607,0.8089033659066233,0.0918425054652598,0.8284473398479913,0.09556410987548705,0.8566775244299675,0.10874679213002575,0.7828447339847991,0.08693565250451467,0.8371335504885994,0.09838465925292261,0.8469055374592834,0.1040599752875202
4,0000000010,2,0.7958740499457112,10,,,0.7958740499457112,0.08821251459972818,,,,,,,,,,,,,,,,
4,0000010000,5,0.8154180238870793,10,,,,,,,,,0.8154180238870793,0.09775355658950333,,,,,,,,,,
4,1111111111,"1,2,3,4,5,6,7,8,9,10",0.9001085776330076,10,0.8034744842562432,0.09785120722997674,0.7958740499457112,0.08821251459972818,0.8327904451682954,0.1000722806211345,0.8566775244299675,0.10260497443850854,0.8154180238870793,0.09775355658950333,0.8295331161780674,0.09959886648668301,0.8317046688382194,0.1008419974342772,0.8403908794788274,0.10339000899917651,0.8013029315960912,0.0934645872824399,0.8707926167209555,0.11621000631857077
5,0000000001,1,0.7915309446254072,10,0.7915309446254072,0.07871390323197555,,,,,,,,,,,,,,,,,,
5,0000000010,2,0.8067318132464713,10,,,0.8067318132464713,0.08963090457066356,,,,,,,,,,,,,,,,
