Trial,Combination,Clients,Global Accuracy,Max Iter,Client 1 Accuracy,Client 1 Shapley Value,Client 2 Accuracy,Client 2 Shapley Value,Client 3 Accuracy,Client 3 Shapley Value,Client 4 Accuracy,Client 4 Shapley Value,Client 5 Accuracy,Client 5 Shapley Value,Client 6 Accuracy,Client 6 Shapley Value,Client 7 Accuracy,Client 7 Shapley Value,Client 8 Accuracy,Client 8 Shapley Value,Client 9 Accuracy,Client 9 Shapley Value,Client 10 Accuracy,Client 10 Shapley Value
1,1111111111,"1,2,3,4,5,6,7,8,9,10",0.9109663409337676,10,0.8903365906623235,0.10457744480390481,0.8707926167209555,0.0990952002572979,0.8382193268186754,0.08834213065440721,0.8870792616720955,0.09756087178614004,0.8892508143322475,0.10449041754166916,0.8827361563517915,0.09932080897515934,0.8762214983713354,0.10119142213897868,0.8751357220412594,0.09865391528085188,0.8816503800217155,0.10203426225476285,0.8957654723127035,0.10473352630682797
2,0111111111,"1,2,3,4,5,6,7,8,9",0.9077090119435396,10,0.8870792616720955,0.10008651169788604,0.9055374592833876,0.10074992477243673,0.8740499457111836,0.09538384864214261,0.8436482084690554,0.08958333333333321,0.8892508143322475,0.1001951214925148,0.8849077090119435,0.09853259234183412,0.8946796959826275,0.10383801624915372,0.8859934853420195,0.0988292710449109,0.8925081433224755,0.0962814075077108,,
3,1111111111,"1,2,3,4,5,6,7,8,9,10",0.9272529858849077,10,0.9153094462540716,0.10541987286717955,0.9001085776330076,0.10013707668859897,0.9174809989142236,0.10645422103267534,0.8512486427795874,0.08785500539013438,0.8827361563517915,0.10103945949964671,0.9077090119435396,0.1052869781792499,0.8979370249728555,0.09934667856213522,0.8534201954397395,0.08878526820564298,0.8729641693811075,0.09871798446154427,0.9142236699239956,0.10695745511319274
4,1111111111,"1,2,3,4,5,6,7,8,9,10",0.9294245385450597,10,0.8881650380021715,0.10093365227711015,0.8957654723127035,0.09899773772437316,0.8718783930510315,0.09660565939771543,0.8707926167209555,0.09598724224892449,0.9055374592833876,0.10439938436433754,0.8870792616720955,0.10054192627206637,0.8697068403908795,0.09546061415220292,0.8946796959826275,0.10019563121198631,0.9055374592833876,0.10111491247589365,0.9109663409337676,0.10576323987538944
5,1111111111,"1,2,3,4,5,6,7,8,9,10",0.9229098805646037,10,0.8914223669923995,0.09929598506069083,0.8621064060803475,0.09243323996265189,0.9131378935939196,0.10878197945844999,0.8870792616720955,0.09667226890756293,0.8914223669923995,0.09511391223155949,0.8881650380021715,0.10041643323996267,0.9196525515743756,0.10788562091503262,0.8816503800217155,0.09655788982259576,0.8881650380021715,0.0960112044817927,0.9153094462540716,0.10683146591970104
6,1111111111,"1,2,3,4,5,6,7,8,9,10",0.9131378935939196,10,0.8751357220412594,0.0961218692788254,0.8925081433224755,0.10442406054772271,0.8892508143322475,0.10066294849291274,0.8870792616720955,0.09930968423834036,0.8686210640608035,0.09488467999169536,0.8881650380021715,0.10163118358718835,0.8925081433224755,0.09941160372194854,0.8762214983713354,0.0955127116244832,0.8881650380021715,0.10157456165185062,0.9174809989142236,0.10646669686503223
7,1111111111,"1,2,3,4,5,6,7,8,9,10",0.9250814332247557,10,0.9098805646036916,0.10123658618376935,0.9098805646036916,0.10198878455920692,0.8805646036916395,0.09553338549817421,0.8838219326818675,0.09780209031969589,0.9044516829533116,0.10233577390267518,0.8914223669923995,0.09912064982487502,0.8816503800217155,0.09789943363887006,0.8968512486427795,0.0999930136373798,0.8946796959826275,0.09936843281913696,0.9163952225841476,0.10472184961621568
8,1111111111,"1,2,3,4,5,6,7,8,9,10",0.9239956568946797,10,0.8838219326818675,0.09834928095797672,0.9120521172638436,0.1012343088430047,0.8935939196525515,0.09890698151567721,0.8686210640608035,0.09258482084569075,0.8707926167209555,0.09752019099845197,0.9077090119435396,0.10456885456885442,0.9033659066232356,0.10152621565665035,0.9066232356134636,0.10124223602484465,0.8979370249728555,0.09923246227594068,0.9131378935939196,0.10483464831290915
9,1111111111,"1,2,3,4,5,6,7,8,9,10",0.9196525515743756,10,0.9055374592833876,0.10487856299544597,0.8968512486427795,0.10174331440565182,0.8892508143322475,0.09521701242480468,0.8968512486427795,0.09860712880193416,0.8783930510314875,0.09516453964505907,0.8794788273615635,0.0969753190532412,0.8990228013029316,0.1025360281853787,0.9022801302931596,0.10212608459361695,0.8697068403908795,0.09450628736343036,0.9087947882736156,0.10824572253143683
10,1111111111,"1,2,3,4,5,6,7,8,9,10",0.9283387622149837,10,0.8892508143322475,0.09872366100436292,0.9163952225841476,0.10693817878028405,0.8935939196525515,0.10227188341223403,0.8903365906623235,0.10856075373619235,0.8697068403908795,0.09712986169126513,0.8859934853420195,0.10329805996472657,0.8751357220412594,0.0963023298988212,0.8447339847991314,0.08692750394504782,0.8914223669923995,0.09565348556576612,0.9044516829533116,0.10419428200129945
1,1111111111,"1,2,3,4,5,6,7,8,9,10",0.9207383279044516,100,0.8914223669923995,0.10554619646600788,0.8849077090119435,0.09817029799341133,0.9001085776330076,0.104835841569332,0.9044516829533116,0.1012559898173105,0.9044516829533116,0.10312078840970339,0.8903365906623235,0.10101546121593294,0.8621064060803475,0.09387260407307572,0.8805646036916395,0.09954514824797835,0.8479913137893594,0.08919773884396527,0.8946796959826275,0.1034399333632824
2,1111111111,"1,2,3,4,5,6,7,8,9,10",0.9294245385450597,100,0.8675352877307275,0.09435821836522795,0.9109663409337676,0.10352599762646489,0.8762214983713354,0.09514167037531536,0.8621064060803475,0.09649208203530625,0.9055374592833876,0.10405911585818131,0.9087947882736156,0.10571966325471,0.8827361563517915,0.09890548509123283,0.8870792616720955,0.09748878133808028,0.9153094462540716,0.10432706571725249,0.8925081433224755,0.09998192033822859
3,1111111111,"1,2,3,4,5,6,7,8,9,10",0.9261672095548317,100,0.8783930510314875,0.0955990993505649,0.8968512486427795,0.1002521446249465,0.9087947882736156,0.10336999199836247,0.8914223669923995,0.09791817860399336,0.9011943539630836,0.09971110366772726,0.8838219326818675,0.10252005061500957,0.8968512486427795,0.0996483001172333,0.8881650380021715,0.1027642866447086,0.8686210640608035,0.09382385232326626,0.9142236699239956,0.10439299205418773
4,1111111111,"1,2,3,4,5,6,7,8,9,10",0.9315960912052117,100,0.8914223669923995,0.1056059681059681,0.8664495114006515,0.0931582306582307,0.8762214983713354,0.09498094498094511,0.8979370249728555,0.10299422799422789,0.8914223669923995,0.09849687349687368,0.8892508143322475,0.09989084989084997,0.8990228013029316,0.10394744144744143,0.8805646036916395,0.09980898730898739,0.8946796959826275,0.09720973470973465,0.8957654723127035,0.10390674140674139
5,1111111111,"1,2,3,4,5,6,7,8,9,10",0.9239956568946797,100,0.9142236699239956,0.1079173894391285,0.8849077090119435,0.09844720496894387,0.8990228013029316,0.10661126965474785,0.8577633007600435,0.08618245574767344,0.8610206297502715,0.09100731165948568,0.9077090119435396,0.10448352078786857,0.8914223669923995,0.0997775726036595,0.9066232356134636,0.10327439240482711,0.8968512486427795,0.1025287710070317,0.8914223669923995,0.09977011172663332
6,1111111111,"1,2,3,4,5,6,7,8,9,10",0.9207383279044516,100,0.8957654723127035,0.10042349880203645,0.9087947882736156,0.10370994309673562,0.8892508143322475,0.09706218179095541,0.8903365906623235,0.1023949910152739,0.8914223669923995,0.09672010706798435,0.8870792616720955,0.0978909291704102,0.8892508143322475,0.09843656409104508,0.8675352877307275,0.09768034965558556,0.9044516829533116,0.10491679769392014,0.9087947882736156,0.10076463761605255
7,1111111111,"1,2,3,4,5,6,7,8,9,10",0.9207383279044516,100,0.9022801302931596,0.10317226340221612,0.8588490770901195,0.09305368373764587,0.8968512486427795,0.09991062069481872,0.8870792616720955,0.09717402291105108,0.8838219326818675,0.09992746705600465,0.8881650380021715,0.0992437855645402,0.9011943539630836,0.09920681716082667,0.8935939196525515,0.10124382300089844,0.9120521172638436,0.10339033018867916,0.9109663409337676,0.10367718628331812
8,1111111111,"1,2,3,4,5,6,7,8,9,10",0.9229098805646037,100,0.8892508143322475,0.10074883286648005,0.8968512486427795,0.10275303454715201,0.8664495114006515,0.09128711484593853,0.9218241042345277,0.10621241830065355,0.8762214983713354,0.09638375350140053,0.8935939196525515,0.10233940242763767,0.8794788273615635,0.09621895424836611,0.8892508143322475,0.1017749766573295,0.8805646036916395,0.10101960784313722,0.8946796959826275,0.1012619047619047
9,1111111111,"1,2,3,4,5,6,7,8,9,10",0.9272529858849077,100,0.8599348534201955,0.09111138991115598,0.9098805646036916,0.10309142782796177,0.8816503800217155,0.09686768149882917,0.8523344191096635,0.08740334931786921,0.9022801302931596,0.10267415709453165,0.9011943539630836,0.10293994647039129,0.9001085776330076,0.10293111780231201,0.9077090119435396,0.10203988699304832,0.8990228013029316,0.10180708895580085,0.9229098805646037,0.1091339541280992
10,1111111111,"1,2,3,4,5,6,7,8,9,10",0.9153094462540716,100,0.8762214983713354,0.10038223276657444,0.8783930510314875,0.09952691634186298,0.8979370249728555,0.10811538533958469,0.8729641693811075,0.09474053361953738,0.8881650380021715,0.10106949857839524,0.8805646036916395,0.1019629441337626,0.8718783930510315,0.0989945207027058,0.8577633007600435,0.09786429795326589,0.8577633007600435,0.09242218832966179,0.8990228013029316,0.10492148223464957
