Trial,Combination,Clients,Global Accuracy,Max Iter,Client 1 Accuracy,Client 1 Shapley Value,Client 2 Accuracy,Client 2 Shapley Value,Client 3 Accuracy,Client 3 Shapley Value,Client 4 Accuracy,Client 4 Shapley Value,Client 5 Accuracy,Client 5 Shapley Value,Client 6 Accuracy,Client 6 Shapley Value,Client 7 Accuracy,Client 7 Shapley Value,Client 8 Accuracy,Client 8 Shapley Value,Client 9 Accuracy,Client 9 Shapley Value,Client 10 Accuracy,Client 10 Shapley Value
1,1111111111,"1,2,3,4,5,6,7,8,9,10",0.9207383279044516,10,0.8903365906623235,0.09966026504941612,0.8707926167209555,0.09911088649296196,0.8382193268186754,0.0864035826594789,0.8870792616720955,0.09310890236597773,0.9163952225841476,0.10490509883198548,0.8990228013029316,0.10193639562743323,0.9120521172638436,0.10597343890386342,0.8838219326818675,0.10260978212039529,0.9185667752442996,0.10566131326744546,0.8957654723127035,0.10063033468104213
2,0111111111,"1,2,3,4,5,6,7,8,9",0.9250814332247557,10,0.8870792616720955,0.09755260027508288,0.9055374592833876,0.0999591093267909,0.8740499457111836,0.09485335117653601,0.8436482084690554,0.0861863871231554,0.9109663409337676,0.10439900003717319,0.8946796959826275,0.09930532322218491,0.9239956568946797,0.10708849113415847,0.9131378935939196,0.10270157243225148,0.8968512486427795,0.09746291959406718,,
3,1111111111,"1,2,3,4,5,6,7,8,9,10",0.9294245385450597,10,0.9153094462540716,0.10411057335706846,0.9001085776330076,0.09752818572912031,0.9174809989142236,0.10427189956979672,0.8512486427795874,0.08665489170746196,0.8925081433224755,0.09695983533600339,0.9185667752442996,0.10417176605844823,0.9131378935939196,0.10475680537012308,0.8979370249728555,0.0986259457053848,0.9022801302931596,0.10035927533006977,0.9142236699239956,0.10256082183652267
4,1111111111,"1,2,3,4,5,6,7,8,9,10",0.9348534201954397,10,0.8881650380021715,0.09735403646553475,0.8957654723127035,0.09621425806094806,0.8718783930510315,0.09645069409877773,0.8707926167209555,0.09680235237726535,0.9174809989142236,0.10554725955422797,0.9033659066232356,0.0994390981324779,0.9066232356134636,0.09960962704865148,0.9120521172638436,0.10273353243736513,0.9163952225841476,0.10362996146968262,0.9109663409337676,0.10221918035506879
5,1111111111,"1,2,3,4,5,6,7,8,9,10",0.9261672095548317,10,0.8914223669923995,0.10022376672435286,0.8621064060803475,0.09401784551256996,0.9131378935939196,0.10634176296544415,0.8870792616720955,0.09604895885669615,0.9033659066232356,0.10193295372076144,0.8892508143322475,0.09854202720556751,0.9174809989142236,0.10418922942369585,0.8729641693811075,0.09236727516328928,0.9033659066232356,0.10037635609147891,0.9153094462540716,0.10595982433614333
6,1111111111,"1,2,3,4,5,6,7,8,9,10",0.9229098805646037,10,0.8751357220412594,0.09534920634920659,0.8925081433224755,0.10205788982259542,0.8892508143322475,0.09861671335200738,0.8870792616720955,0.10037815126050409,0.8729641693811075,0.09294304388422048,0.9120521172638436,0.10410877684407065,0.9044516829533116,0.10139169000933713,0.9001085776330076,0.10220681605975697,0.8827361563517915,0.09876937441643309,0.9174809989142236,0.10417833800186724
7,1111111111,"1,2,3,4,5,6,7,8,9,10",0.9229098805646037,10,0.9098805646036916,0.10019701213818842,0.9098805646036916,0.10063258636788047,0.8805646036916395,0.09261204481792706,0.8838219326818675,0.09676003734827272,0.9044516829533116,0.10103454715219408,0.9163952225841476,0.10371195144724557,0.8968512486427795,0.09937955182072838,0.9207383279044516,0.10500186741363222,0.8827361563517915,0.09628151260504211,0.9163952225841476,0.10438888888888885
8,1111111111,"1,2,3,4,5,6,7,8,9,10",0.9326818675352877,10,0.8838219326818675,0.10014043646174021,0.9120521172638436,0.10255695992017286,0.8935939196525515,0.096027126411294,0.8686210640608035,0.09118853594988635,0.8718783930510315,0.09727257608514876,0.9250814332247557,0.10554215865624482,0.9077090119435396,0.10299074228061417,0.9001085776330076,0.09855867841898094,0.9044516829533116,0.10078117781843036,0.9131378935939196,0.1049416079974871
9,1111111111,"1,2,3,4,5,6,7,8,9,10",0.9207383279044516,10,0.9055374592833876,0.10541142557652004,0.8968512486427795,0.10019139338125194,0.8892508143322475,0.09312434486373176,0.8968512486427795,0.09814970799640615,0.8838219326818675,0.09378977613057811,0.8990228013029316,0.10164158430667873,0.9011943539630836,0.10106740416292297,0.9077090119435396,0.09960457846660675,0.8935939196525515,0.09983574797843651,0.9087947882736156,0.10718403713686726
10,1111111111,"1,2,3,4,5,6,7,8,9,10",0.9305103148751357,10,0.8892508143322475,0.09534413142931224,0.9163952225841476,0.10268563279065027,0.8935939196525515,0.09586366246226231,0.8903365906623235,0.10537867422348163,0.8979370249728555,0.09808995943768398,0.9185667752442996,0.10376775758922757,0.9174809989142236,0.10346678150062039,0.8859934853420195,0.09548906299198005,0.9120521172638436,0.10086866329573439,0.9044516829533116,0.0990456742790463
